Calendar Year,Decision Type,Nationality,Occupation,Count
2016,Approved,Japan,ICT Sales Representative,3
2016,Approved,Japan,ICT Support Engineer,0
2016,Approved,Japan,ICT Systems Test Engineer,3
2016,Approved,Japan,Joiner,0
2016,Approved,Japan,Liaison Officer,0
2016,Approved,Japan,Lifeguard,0
2016,Approved,Japan,Marketing Specialist,3
2016,Approved,Japan,Massage Therapist,3
2016,Approved,Japan,Motor Mechanic (General),0
2016,Approved,Japan,Nurseryperson,0
2016,Approved,Japan,Office Manager,0
2016,Approved,Japan,Panelbeater,0
2016,Approved,Japan,Primary School Teacher,0
2016,Approved,Japan,Procurement Manager,3
2016,Approved,Japan,Production or Plant Engineer,3
2016,Approved,Japan,Program or Project Administrator,0
2016,Approved,Japan,Quality Assurance Manager,3
2016,Approved,Japan,Quantity Surveyor,3
2016,Approved,Japan,Registered Nurse (Aged Care),6
2016,Approved,Japan,Registered Nurse (Community Health),3
2016,Approved,Japan,Registered Nurse (Critical Care and Emergency),0
2016,Approved,Japan,Registered Nurse (Surgical),0
2016,Approved,Japan,Retail Manager (General),3
2016,Approved,Japan,Sales and Marketing Manager,3
2016,Approved,Japan,Sales Representative (Medical and Pharmaceutical Products),0
2016,Approved,Japan,Science Technicians nec,3
2016,Approved,Japan,Specialist Physician (General Medicine),0
2016,Approved,Japan,Structural Engineer,0
2016,Approved,Japan,Technicians and Trades Workers nec,3
2016,Approved,Japan,Travel Attendants nec,3
2016,Approved,Japan,Urban and Regional Planner,3
2016,Approved,Japan,Web Developer,0
2016,Approved,Japan,Youth Worker,3
2016,Approved,Jordan,Analyst Programmer,0
2016,Approved,Jordan,Chef,3
2016,Approved,Jordan,Chemical Engineer,0
2016,Approved,Jordan,Developer Programmer,3
2016,Approved,Jordan,Hairdresser,3
2016,Approved,Jordan,ICT Business Development Manager,3
2016,Approved,Jordan,ICT Project Manager,0
2016,Approved,Jordan,ICT Support Engineer,0
2016,Approved,Jordan,Life Science Technician,3
2016,Approved,Jordan,Poultry Farmer,0
2016,Approved,Jordan,Sheetmetal Trades Worker,3
2016,Approved,Jordan,Software Tester,0
2016,Approved,Jordan,Systems Administrator,0
2016,Approved,Jordan,Telecommunications Network Engineer,0
2016,Approved,Kazakhstan,Computer Network and Systems Engineer,3
2016,Approved,Kazakhstan,External Auditor,0
2016,Approved,Kazakhstan,Marketing Specialist,0
2016,Approved,Kazakhstan,Motor Mechanic (General),0
2016,Approved,Kazakhstan,Telecommunications Engineer,3
2016,Approved,Kenya,Accountant (General),0
2016,Approved,Kenya,Agricultural Scientist,0
2016,Approved,Kenya,Dairy Cattle Farmer,0
2016,Approved,Kenya,Dental Therapist,0
2016,Approved,Kenya,Enrolled Nurse,0
2016,Approved,Kenya,Forester (Aus) / Forest Scientist (NZ),0
2016,Approved,Kenya,Minister of Religion,0
2016,Approved,Kenya,Policy Analyst,0
2016,Approved,Kenya,Registered Nurse (Aged Care),0
2016,Approved,Kenya,Retail Pharmacist,0
2016,Approved,Kenya,Taxation Accountant,0
2016,Approved,Kenya,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),0
2016,Approved,Kiribati,Nurseryperson,3
2016,Approved,Kiribati,Social Worker,0
2016,Approved,Latvia,Architectural Draftsperson,0
2016,Approved,Latvia,Carpenter,3
2016,Approved,Latvia,Chef,0
2016,Approved,Latvia,Equipment Hire Manager,0
2016,Approved,Latvia,Hairdresser,0
2016,Approved,Latvia,Personal Assistant,3
2016,Approved,Latvia,University Lecturer,3
2016,Approved,Lebanon,Cafe or Restaurant Manager,0
2016,Approved,Lebanon,Food Technologist,0
2016,Approved,Lebanon,ICT Project Manager,0
2016,Approved,Lebanon,Motor Mechanic (General),0
2016,Approved,Lesotho,Civil Engineering Technician,0
2016,Approved,Libya,Not Stated,3
2016,Approved,Lithuania,Construction Project Manager,0
2016,Approved,Lithuania,Environmental Research Scientist,3
2016,Approved,Lithuania,Hairdresser,0
2016,Approved,Lithuania,Painting Trades Worker,0
2016,Approved,Lithuania,Software Engineer,0
2016,Approved,Luxembourg,Residential Care Officer,0
2016,Approved,Macedonia,Floor Finisher,0
2016,Approved,Macedonia,Panelbeater,0
2016,Approved,Malaysia,Accountant (General),6
2016,Approved,Malaysia,Advertising Specialist,3
2016,Approved,Malaysia,Analyst Programmer,0
2016,Approved,Malaysia,Architectural Draftsperson,3
2016,Approved,Malaysia,Automotive Electrician,0
2016,Approved,Malaysia,Baker,0
2016,Approved,Malaysia,Building Associate,0
2016,Approved,Malaysia,Cafe or Restaurant Manager,3
2016,Approved,Malaysia,Call or Contact Centre Team Leader,3
2016,Approved,Malaysia,Chef,3
2016,Approved,Malaysia,Chemistry Technician,3
2016,Approved,Malaysia,Child Care Centre Manager,0
2016,Approved,Malaysia,Civil Engineer,3
2016,Approved,Malaysia,Community Worker,0
2016,Approved,Malaysia,Computer Network and Systems Engineer,3
2016,Approved,Malaysia,Construction Estimator,3
2016,Approved,Malaysia,Construction Project Manager,0
2016,Approved,Malaysia,Cook,0
2016,Approved,Malaysia,Dairy Cattle Farmer,3
2016,Approved,Malaysia,Dental Therapist,3
2016,Approved,Malaysia,Dentist,6
2016,Approved,Malaysia,Developer Programmer,0
2016,Approved,Malaysia,Disabilities Services Officer,0
2016,Approved,Malaysia,Early Childhood (Pre-primary School) Teacher,3
2016,Approved,Malaysia,Education Adviser,3
2016,Approved,Malaysia,Electrical Engineer,0
2016,Approved,Malaysia,Electrician (General),0
2016,Approved,Malaysia,Electronics Engineer,3
2016,Approved,Malaysia,External Auditor,3
2016,Approved,Malaysia,Faculty Head,0
2016,Approved,Malaysia,Finance Manager,0
2016,Approved,Malaysia,Food Technologist,3
2016,Approved,Malaysia,General Practitioner,3
2016,Approved,Malaysia,Graphic Designer,3
2016,Approved,Malaysia,Hairdresser,3
2016,Approved,Malaysia,Hotel or Motel Manager,3
2016,Approved,Malaysia,Hotel Service Manager,0
2016,Approved,Malaysia,ICT Business Analyst,6
2016,Approved,Malaysia,ICT Customer Support Officer,3
2016,Approved,Malaysia,ICT Project Manager,6
2016,Approved,Malaysia,ICT Security Specialist,3
2016,Approved,Malaysia,ICT Support Engineer,3
2016,Approved,Malaysia,Internal Auditor,0
2016,Approved,Malaysia,Jockey,0
2016,Approved,Malaysia,Legal Executive,3
2016,Approved,Malaysia,Life Science Technician,3
2016,Approved,Malaysia,Life Scientists nec,3
2016,Approved,Malaysia,Management Consultant,0
2016,Approved,Malaysia,Market Research Analyst,0
2016,Approved,Malaysia,Marketing Specialist,3
2016,Approved,Malaysia,Mechanical Engineer,3
2016,Approved,Malaysia,Mechanical Engineering Technician,3
2016,Approved,Malaysia,Medical Laboratory Scientist,3
2016,Approved,Malaysia,Minister of Religion,0
2016,Approved,Malaysia,Motor Mechanic (General),3
2016,Approved,Malaysia,Multimedia Specialist,0
2016,Approved,Malaysia,Not Stated,0
2016,Approved,Malaysia,Orthopaedic Surgeon,3
2016,Approved,Malaysia,Pastrycook,0
2016,Approved,Malaysia,Personal Assistant,3
2016,Approved,Malaysia,Pharmacy Technician,0
2016,Approved,Malaysia,Physiotherapist,3
2016,Approved,Malaysia,Primary Products Inspectors nec,3
2016,Approved,Malaysia,Private Tutors and Teachers nec,3
2016,Approved,Malaysia,Procurement Manager,0
2016,Approved,Malaysia,Production or Plant Engineer,0
2016,Approved,Malaysia,Program or Project Administrator,0
2016,Approved,Malaysia,Quantity Surveyor,3
2016,Approved,Malaysia,Recruitment Consultant,3
2016,Approved,Malaysia,Registered Nurse (Aged Care),3
2016,Approved,Malaysia,Registered Nurse (Mental Health),0
2016,Approved,Malaysia,Resident Medical Officer,6
2016,Approved,Malaysia,Retail Manager (General),3
2016,Approved,Malaysia,Retail Pharmacist,0
2016,Approved,Malaysia,Sales and Marketing Manager,3
2016,Approved,Malaysia,Science Technicians nec,0
2016,Approved,Malaysia,Software and Applications Programmers nec,0
2016,Approved,Malaysia,Software Engineer,9
2016,Approved,Malaysia,Software Tester,0
2016,Approved,Malaysia,Solicitor,0
2016,Approved,Malaysia,Specialist Managers nec,3
2016,Approved,Malaysia,Systems Analyst,0
2016,Approved,Malaysia,Taxation Accountant,0
2016,Approved,Malaysia,Telecommunications Network Engineer,3
2016,Approved,Malaysia,Training and Development Professional,0
2016,Approved,Malaysia,University Lecturer,0
2016,Approved,Malaysia,Veterinarian,0
2016,Approved,Malaysia,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),0
2016,Approved,Malaysia,Wall and Floor Tiler,3
2016,Approved,Malaysia,Web Designer,3
2016,Approved,Maldives,Accountant (General),3
2016,Approved,Maldives,Management Consultant,0
2016,Approved,Maldives,Policy Analyst,0
2016,Approved,Maldives,Private Tutors and Teachers nec,3
2016,Approved,Maldives,Retail Manager (General),3
2016,Approved,Maldives,Training and Development Professional,0
2016,Approved,Mauritius,Accountant (General),0
2016,Approved,Mauritius,Carpenter,3
2016,Approved,Mauritius,Chef,0
2016,Approved,Mauritius,Developer Programmer,3
2016,Approved,Mauritius,Electrician (General),3
2016,Approved,Mauritius,Hotel Service Manager,3
2016,Approved,Mauritius,ICT Business Development Manager,0
2016,Approved,Mauritius,Massage Therapist,0
2016,Approved,Mauritius,Mechanical Engineer,0
2016,Approved,Mauritius,Motor Mechanic (General),3
2016,Approved,Mauritius,Quantity Surveyor,3
2016,Approved,Mexico,Architectural Draftsperson,0
2016,Approved,Mexico,Cafe or Restaurant Manager,0
2016,Approved,Mexico,Carpenter,3
2016,Approved,Mexico,Chef,3
2016,Approved,Mexico,Cook,0
2016,Approved,Mexico,Engineering Professionals nec,0
2016,Approved,Mexico,Floor Finisher,0
2016,Approved,Mexico,ICT Business Analyst,0
2016,Approved,Mexico,Industrial Engineer,3
2016,Approved,Mexico,Mechanical Engineer,0
2016,Approved,Mexico,Multimedia Specialist,0
2016,Approved,Mexico,Network Administrator,0
2016,Approved,Mexico,Painting Trades Worker,0
2016,Approved,Mexico,Quality Assurance Manager,0
2016,Approved,Mexico,Residential Care Officer,3
2016,Approved,Mexico,Sales and Marketing Manager,0
2016,Approved,Mexico,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),0
2016,Approved,Mongolia,Accountant (General),0
2016,Approved,Mongolia,Wool Classer,0
2016,Approved,Myanmar,Chef,0
2016,Approved,Myanmar,Contract Administrator,0
2016,Approved,Myanmar,Developer Programmer,3
2016,Approved,Myanmar,Electronic Equipment Trades Worker,0
2016,Approved,Myanmar,Multimedia Specialist,0
2016,Approved,Namibia,ICT Business Development Manager,0
2016,Approved,Namibia,Mechanical Engineer,3
2016,Approved,Nepal,Accommodation and Hospitality Managers nec,0
2016,Approved,Nepal,Accountant (General),3
2016,Approved,Nepal,Baker,0
2016,Approved,Nepal,Cafe or Restaurant Manager,6
2016,Approved,Nepal,Chef,12
2016,Approved,Nepal,Chemistry Technician,0
2016,Approved,Nepal,Civil Engineering Technician,3
2016,Approved,Nepal,Conference and Event Organiser,0
2016,Approved,Nepal,Hotel or Motel Manager,3
2016,Approved,Nepal,Hotel Service Manager,6
2016,Approved,Nepal,ICT Customer Support Officer,3
2016,Approved,Nepal,ICT Sales Representative,0
2016,Approved,Nepal,ICT Support Engineer,3
2016,Approved,Nepal,ICT Support Technicians nec,0
2016,Approved,Nepal,Medical Laboratory Scientist,0
2016,Approved,Nepal,Office Manager,0
2016,Approved,Nepal,Registered Nurse (Aged Care),6
2016,Approved,Nepal,Registered Nurse (Perioperative),3
2016,Approved,Nepal,Residential Care Officer,3
2016,Approved,Nepal,Retail Manager (General),6
2016,Approved,Nepal,Roof Tiler,3
2016,Approved,Nepal,Science Technicians nec,0
2016,Approved,Nepal,Software Engineer,3
2016,Approved,Nepal,Surveyor,0
2016,Approved,Nepal,Technical Sales Representatives nec,3
2016,Approved,Nepal,Telecommunications Technician,0
2016,Approved,Nepal,Travel Agency Manager,3
2016,Approved,Nepal,University Lecturer,0
2016,Approved,Nepal,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),3
2016,Approved,Nepal,Web Developer,0
2016,Approved,Netherlands,Aircraft Maintenance Engineer (Avionics),0
2016,Approved,Netherlands,Anaesthetist,0
2016,Approved,Netherlands,Carpenter and Joiner,3
2016,Approved,Netherlands,Chef,0
2016,Approved,Netherlands,Civil Engineer,0
2016,Approved,Netherlands,Computer Network and Systems Engineer,0
2016,Approved,Netherlands,Construction Project Manager,3
2016,Approved,Netherlands,Dairy Cattle Farmer,3
2016,Approved,Netherlands,Dentist,0
2016,Approved,Netherlands,Developer Programmer,0
2016,Approved,Netherlands,Diesel Motor Mechanic,0
2016,Approved,Netherlands,External Auditor,0
2016,Approved,Netherlands,Finance Manager,3
2016,Approved,Netherlands,Food Technologist,3
2016,Approved,Netherlands,General Practitioner,3
2016,Approved,Netherlands,Geotechnical Engineer,0
2016,Approved,Netherlands,Graphic Designer,0
2016,Approved,Netherlands,Health and Welfare Services Managers nec,0
2016,Approved,Netherlands,Helicopter Pilot,0
2016,Approved,Netherlands,ICT Business Analyst,0
2016,Approved,Netherlands,ICT Customer Support Officer,0
2016,Approved,Netherlands,ICT Project Manager,0
2016,Approved,Netherlands,Journalists and Other Writers nec,3
2016,Approved,Netherlands,Life Scientists nec,0
2016,Approved,Netherlands,Management Consultant,0
2016,Approved,Netherlands,Marketing Specialist,3
2016,Approved,Netherlands,Naval Architect (Aus) / Marine Designer (NZ),0
2016,Approved,Netherlands,Office Manager,0
2016,Approved,Netherlands,Optical Mechanic,0
2016,Approved,Netherlands,Orthopaedic Surgeon,0
2016,Approved,Netherlands,Panelbeater,0
2016,Approved,Netherlands,Petroleum Engineer,3
2016,Approved,Netherlands,Plumber (General),0
2016,Approved,Netherlands,Production Manager (Manufacturing),0
2016,Approved,Netherlands,Project Builder,3
2016,Approved,Netherlands,Psychiatrist,0
2016,Approved,Netherlands,Recruitment Consultant,0
2016,Approved,Netherlands,Resident Medical Officer,3
2016,Approved,Netherlands,Sales and Marketing Manager,3
2016,Approved,Netherlands,Sales Representative (Medical and Pharmaceutical Products),3
2016,Approved,Netherlands,Social Worker,3
2016,Approved,Netherlands,Software Engineer,3
2016,Approved,Netherlands,Sound Technician,0
2016,Approved,Netherlands,Specialist Managers nec,0
2016,Approved,Netherlands,Systems Analyst,3
2016,Approved,Netherlands,Technicians and Trades Workers nec,0
2016,Approved,Netherlands,Transport Engineer,0
2016,Approved,Netherlands,Urban and Regional Planner,3
2016,Approved,Netherlands,Veterinarian,0
2016,Approved,Netherlands,Web Designer,0
2016,Approved,Netherlands,Web Developer,3
2016,Approved,Nigeria,Civil Engineer,3
2016,Approved,Nigeria,Disabilities Services Officer,3
2016,Approved,Nigeria,Faculty Head,0
2016,Approved,Nigeria,ICT Customer Support Officer,0
2016,Approved,Nigeria,Program or Project Administrator,3
2016,Approved,Nigeria,Registered Nurse (Aged Care),0
2016,Approved,Nigeria,Resident Medical Officer,0
2016,Approved,Nigeria,Software Engineer,0
2016,Approved,Nigeria,Technicians and Trades Workers nec,0
2016,Approved,Nigeria,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),3
2016,Approved,Norway,Chef,0
2016,Approved,Norway,Multimedia Specialist,0
2016,Approved,Norway,Veterinarian,0
2016,Approved,Oman,Resident Medical Officer,3
2016,Approved,Pakistan,Actuary,3
2016,Approved,Pakistan,Analyst Programmer,3
2016,Approved,Pakistan,Biotechnologist,0
2016,Approved,Pakistan,Cafe or Restaurant Manager,3
2016,Approved,Pakistan,Chemical Engineer,0
2016,Approved,Pakistan,Civil Engineer,3
2016,Approved,Pakistan,Civil Engineering Technician,0
2016,Approved,Pakistan,Computer Network and Systems Engineer,18
2016,Approved,Pakistan,Construction Project Manager,0
2016,Approved,Pakistan,Cook,0
2016,Approved,Pakistan,Customer Service Manager,3
2016,Approved,Pakistan,Dairy Cattle Farmer,0
2016,Approved,Pakistan,Developer Programmer,6
2016,Approved,Pakistan,Electrical Engineering Technician,0
2016,Approved,Pakistan,Electronic Engineering Technician,3
2016,Approved,Pakistan,Electronics Engineer,3
2016,Approved,Pakistan,Engineering Professionals nec,0
2016,Approved,Pakistan,Finance Manager,3
2016,Approved,Pakistan,Fitter-Welder,0
2016,Approved,Pakistan,Food Technologist,3
2016,Approved,Pakistan,Forester (Aus) / Forest Scientist (NZ),0
2016,Approved,Pakistan,Graphic Designer,3
2016,Approved,Pakistan,Hairdresser,0
2016,Approved,Pakistan,Hardware Technician,0
2016,Approved,Pakistan,ICT Business Analyst,3
2016,Approved,Pakistan,ICT Customer Support Officer,3
2016,Approved,Pakistan,ICT Project Manager,12
2016,Approved,Pakistan,ICT Security Specialist,0
2016,Approved,Pakistan,ICT Support Engineer,9
2016,Approved,Pakistan,Internal Auditor,3
2016,Approved,Pakistan,Laboratory Manager,3
2016,Approved,Pakistan,Maintenance Planner,0
2016,Approved,Pakistan,Marketing Specialist,0
2016,Approved,Pakistan,Materials Engineer,0
2016,Approved,Pakistan,Mechanical Engineer,3
2016,Approved,Pakistan,Network Administrator,3
2016,Approved,Pakistan,Office Manager,3
2016,Approved,Pakistan,Personal Assistant,0
2016,Approved,Pakistan,Policy Analyst,0
2016,Approved,Pakistan,Private Tutors and Teachers nec,0
2016,Approved,Pakistan,Recruitment Consultant,3
2016,Approved,Pakistan,Resident Medical Officer,3
2016,Approved,Pakistan,Software and Applications Programmers nec,0
2016,Approved,Pakistan,Software Engineer,15
2016,Approved,Pakistan,Software Tester,3
2016,Approved,Pakistan,Structural Engineer,3
2016,Approved,Pakistan,Systems Administrator,3
2016,Approved,Pakistan,Systems Analyst,6
2016,Approved,Pakistan,Technicians and Trades Workers nec,0
2016,Approved,Pakistan,Telecommunications Engineer,15
2016,Approved,Pakistan,Telecommunications Network Engineer,12
2016,Approved,Pakistan,University Lecturer,6
2016,Approved,Pakistan,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),6
2016,Approved,Pakistan,Web Developer,6
2016,Approved,Palestine,Marketing Specialist,0
2016,Approved,Palestine,Not Stated,0
2016,Approved,Palestine,Transport Company Manager,3
2016,Approved,Paraguay,Secondary School Teacher,0
2016,Approved,Peru,Accountant (General),0
2016,Approved,Peru,Community Worker,3
2016,Approved,Peru,Internal Auditor,0
2016,Approved,Peru,Private Tutors and Teachers nec,0
2016,Approved,Philippines,Accommodation and Hospitality Managers nec,3
2016,Approved,Philippines,Accountant (General),6
2016,Approved,Philippines,Advertising Specialist,0
2016,Approved,Philippines,Airconditioning and Refrigeration Mechanic,6
2016,Approved,Philippines,Analyst Programmer,18
2016,Approved,Philippines,Apiarist,3
2016,Approved,Philippines,Architectural Draftsperson,3
2016,Approved,Philippines,"Architectural, Building and Surveying Technicians nec",3
2016,Approved,Philippines,Audiologist,6
2016,Approved,Philippines,Automotive Electrician,6
2016,Approved,Philippines,Baker,9
2016,Approved,Philippines,Bricklayer,3
2016,Approved,Philippines,Building and Engineering Technicians nec,3
2016,Approved,Philippines,Building Associate,6
2016,Approved,Philippines,Business Machine Mechanic,0
2016,Approved,Philippines,Butcher or Smallgoods Maker,3
2016,Approved,Philippines,Cabler (Data and Telecommunications),3
2016,Approved,Philippines,Cafe or Restaurant Manager,9
2016,Approved,Philippines,Call or Contact Centre Team Leader,3
2016,Approved,Philippines,Carpenter,156
2016,Approved,Philippines,Carpenter and Joiner,12
2016,Approved,Philippines,Chef,27
2016,Approved,Philippines,Chemical Engineer,3
2016,Approved,Philippines,Chemical Plant Operator,3
2016,Approved,Philippines,Chemist,0
2016,Approved,Philippines,Chemistry Technician,3
2016,Approved,Philippines,Civil Engineer,9
2016,Approved,Philippines,Civil Engineering Draftsperson,3
2016,Approved,Philippines,Civil Engineering Technician,6
2016,Approved,Philippines,Clinical Coder,6
2016,Approved,Philippines,Clothing Patternmaker,0
2016,Approved,Philippines,Community Worker,6
2016,Approved,Philippines,Computer Network and Systems Engineer,15
2016,Approved,Philippines,Conference and Event Organiser,3
2016,Approved,Philippines,Construction Estimator,6
2016,Approved,Philippines,Construction Project Manager,3
2016,Approved,Philippines,Cook,9
2016,Approved,Philippines,Customer Service Manager,3
2016,Approved,Philippines,Dairy Cattle Farmer,36
2016,Approved,Philippines,Database Administrator,3
2016,Approved,Philippines,Dental Technician,0
2016,Approved,Philippines,Developer Programmer,12
2016,Approved,Philippines,Diesel Motor Mechanic,9
2016,Approved,Philippines,Disabilities Services Officer,3
2016,Approved,Philippines,Diversional Therapist,6
2016,Approved,Philippines,Drainer (Aus) / Drainlayer (NZ),3
2016,Approved,Philippines,Drug and Alcohol Counsellor,3
2016,Approved,Philippines,Early Childhood (Pre-primary School) Teacher,6
2016,Approved,Philippines,Education Managers nec,0
2016,Approved,Philippines,Electrical Engineer,3
2016,Approved,Philippines,Electrical Engineering Technician,3
2016,Approved,Philippines,Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ),18
2016,Approved,Philippines,Electrician (General),6
2016,Approved,Philippines,Electronic Engineering Technician,9
2016,Approved,Philippines,Electronic Equipment Trades Worker,3
2016,Approved,Philippines,Electronics Engineer,0
2016,Approved,Philippines,Engineering Manager,3
2016,Approved,Philippines,Engineering Professionals nec,0
2016,Approved,Philippines,Enrolled Nurse,0
2016,Approved,Philippines,Environmental Consultant,0
2016,Approved,Philippines,Environmental Engineer,0
2016,Approved,Philippines,External Auditor,3
2016,Approved,Philippines,Fibrous Plasterer,0
2016,Approved,Philippines,Financial Investment Adviser,3
2016,Approved,Philippines,Fitter-Welder,18
2016,Approved,Philippines,Fitter (General),3
2016,Approved,Philippines,Fitter and Turner,3
2016,Approved,Philippines,Floor Finisher,6
2016,Approved,Philippines,Food Technologist,0
2016,Approved,Philippines,Gardener (General),3
2016,Approved,Philippines,Gas or Petroleum Operator,3
2016,Approved,Philippines,Geologist,3
2016,Approved,Philippines,Geotechnical Engineer,0
2016,Approved,Philippines,Glazier,0
2016,Approved,Philippines,Graphic Pre-press Trades Worker,0
2016,Approved,Philippines,Hairdresser,0
2016,Approved,Philippines,Hardware Technician,3
2016,Approved,Philippines,Health Promotion Officer,0
2016,Approved,Philippines,"Hospitality, Retail and Service Managers nec",3
2016,Approved,Philippines,Hotel or Motel Manager,0
2016,Approved,Philippines,Hotel Service Manager,6
2016,Approved,Philippines,Human Resource Adviser,0
2016,Approved,Philippines,ICT Business Analyst,9
2016,Approved,Philippines,ICT Business Development Manager,3
2016,Approved,Philippines,ICT Customer Support Officer,39
2016,Approved,Philippines,ICT Managers nec,0
2016,Approved,Philippines,ICT Project Manager,6
2016,Approved,Philippines,ICT Sales Representative,3
2016,Approved,Philippines,ICT Security Specialist,3
2016,Approved,Philippines,ICT Support and Test Engineers nec,0
2016,Approved,Philippines,ICT Support Engineer,21
2016,Approved,Philippines,ICT Support Technicians nec,6
2016,Approved,Philippines,ICT Systems Test Engineer,12
2016,Approved,Philippines,ICT Trainer,3
2016,Approved,Philippines,Industrial Engineer,6
2016,Approved,Philippines,Internal Auditor,3
2016,Approved,Philippines,Joiner,9
2016,Approved,Philippines,Management Consultant,3
2016,Approved,Philippines,Market Research Analyst,0
2016,Approved,Philippines,Marketing Specialist,3
2016,Approved,Philippines,Mechanical Engineer,12
2016,Approved,Philippines,Medical Laboratory Technician,9
2016,Approved,Philippines,Medical Technicians nec,0
2016,Approved,Philippines,Metal Casting Trades Worker,3
2016,Approved,Philippines,Metal Fabricator,30
2016,Approved,Philippines,Metal Machinist (First Class),18
2016,Approved,Philippines,Motor Mechanic (General),9
2016,Approved,Philippines,Multimedia Designer,3
2016,Approved,Philippines,Multimedia Specialist,3
2016,Approved,Philippines,Network Administrator,0
2016,Approved,Philippines,Not Stated,0
2016,Approved,Philippines,Nurse Manager,0
2016,Approved,Philippines,Nurseryperson,3
2016,Approved,Philippines,Nursing Clinical Director,3
2016,Approved,Philippines,Office Manager,3
2016,Approved,Philippines,Organisation and Methods Analyst,3
2016,Approved,Philippines,Painting Trades Worker,72
2016,Approved,Philippines,Panelbeater,3
2016,Approved,Philippines,Pastrycook,0
2016,Approved,Philippines,Pathology Collector (Aus) / Phlebotomist (NZ),3
2016,Approved,Philippines,Personal Assistant,3
2016,Approved,Philippines,Pharmacy Technician,3
2016,Approved,Philippines,Photographer,0
2016,Approved,Philippines,Pig Farmer,0
2016,Approved,Philippines,Plastics Technician,3
2016,Approved,Philippines,Plumber (General),0
2016,Approved,Philippines,Policy Analyst,0
2016,Approved,Philippines,Practice Managers nec,3
2016,Approved,Philippines,Primary Health Organisation Manager,3
2016,Approved,Philippines,Primary Products Inspectors nec,0
2016,Approved,Philippines,Printing Machinist,3
2016,Approved,Philippines,Private Tutors and Teachers nec,3
2016,Approved,Philippines,Production Manager (Manufacturing),0
2016,Approved,Philippines,Production or Plant Engineer,6
2016,Approved,Philippines,Program or Project Administrator,3
2016,Approved,Philippines,Project Builder,0
2016,Approved,Philippines,Property Manager,0
2016,Approved,Philippines,Quality Assurance Manager,3
2016,Approved,Philippines,Quantity Surveyor,9
2016,Approved,Philippines,Recruitment Consultant,0
2016,Approved,Philippines,Registered Nurse (Aged Care),339
2016,Approved,Philippines,Registered Nurse (Child and Family Health),3
2016,Approved,Philippines,Registered Nurse (Community Health),0
2016,Approved,Philippines,Registered Nurse (Critical Care and Emergency),36
2016,Approved,Philippines,Registered Nurse (Developmental Disability),0
2016,Approved,Philippines,Registered Nurse (Disability and Rehabilitation),3
2016,Approved,Philippines,Registered Nurse (Medical Practice),3
2016,Approved,Philippines,Registered Nurse (Medical),66
2016,Approved,Philippines,Registered Nurse (Mental Health),0
2016,Approved,Philippines,Registered Nurse (Paediatric),3
2016,Approved,Philippines,Registered Nurse (Perioperative),57
2016,Approved,Philippines,Registered Nurse (Surgical),18
2016,Approved,Philippines,Registered Nurses nec,3
2016,Approved,Philippines,Residential Care Officer,9
2016,Approved,Philippines,Retail Buyer,3
2016,Approved,Philippines,Roof Tiler,3
2016,Approved,Philippines,Sales and Marketing Manager,3
2016,Approved,Philippines,Sales Representative (Industrial Products),0
2016,Approved,Philippines,Science Technicians nec,3
2016,Approved,Philippines,Secretary (General),3
2016,Approved,Philippines,Sheetmetal Trades Worker,3
2016,Approved,Philippines,Software and Applications Programmers nec,0
2016,Approved,Philippines,Software Engineer,18
2016,Approved,Philippines,Software Tester,24
2016,Approved,Philippines,Solid Plasterer,6
2016,Approved,Philippines,Stonemason,12
2016,Approved,Philippines,Structural Engineer,0
2016,Approved,Philippines,Supply and Distribution Manager,3
2016,Approved,Philippines,Surveying or Spatial Science Technician,0
2016,Approved,Philippines,Systems Administrator,12
2016,Approved,Philippines,Systems Analyst,9
2016,Approved,Philippines,Technical Cable Jointer,0
2016,Approved,Philippines,Technicians and Trades Workers nec,6
2016,Approved,Philippines,Telecommunications Cable Jointer,6
2016,Approved,Philippines,Telecommunications Network Engineer,3
2016,Approved,Philippines,Telecommunications Technician,15
2016,Approved,Philippines,"Textile, Clothing and Footwear Mechanic",0
2016,Approved,Philippines,Training and Development Professional,0
2016,Approved,Philippines,University Lecturer,3
2016,Approved,Philippines,Upholsterer,9
2016,Approved,Philippines,Vehicle Body Builder,3
2016,Approved,Philippines,Vehicle Painter,3
2016,Approved,Philippines,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),3
2016,Approved,Philippines,Wall and Floor Tiler,9
2016,Approved,Philippines,Web Administrator,3
2016,Approved,Philippines,Web Developer,6
2016,Approved,Philippines,Welder (First Class) (Aus) / Welder (NZ),9
2016,Approved,Philippines,Wood Machinist,3
2016,Approved,Poland,Architectural Draftsperson,0
2016,Approved,Poland,Call or Contact Centre Team Leader,0
2016,Approved,Poland,Carpenter and Joiner,3
2016,Approved,Poland,Developer Programmer,3
2016,Approved,Poland,Engineering Manager,3
2016,Approved,Poland,External Auditor,0
2016,Approved,Poland,General Practitioner,0
